host id;host_identity_verified;neighbourhood;cancellation_policy;room type;Construction year;price;service fee;minimum nights;number of reviews;last review
11689016852;verified;Woodhaven;strict;Entire home/apt;2019;$1,177 ;$235 ;3;24;7/7/2019
11689786979;verified;Morningside Heights;strict;Entire home/apt;2009;$81 ;$16 ;4;3;1/5/2018
11689969756;verified;Lower East Side;strict;Private room;2004;$732 ;$146 ;3;29;6/29/2019
11690677878;unconfirmed;Upper East Side;moderate;Entire home/apt;2006;$1,129 ;$226 ;30;0;
11690716376;verified;Chelsea;flexible;Entire home/apt;2009;$973 ;$195 ;3;90;6/29/2019
11694066055;unconfirmed;Upper East Side;flexible;Private room;2009;$868 ;$174 ;7;1;10/15/2018
11694252145;verified;Crown Heights;moderate;Private room;2018;$953 ;$191 ;5;;10/16/2015
11694895223;verified;East Harlem;strict;Private room;2017;$754 ;$151 ;2;97;7/7/2019
11694948264;verified;Upper West Side;strict;Entire home/apt;2005;$885 ;$177 ;4;2;6/28/2014
11695400110;verified;Midtown;flexible;Entire home/apt;2004;$300 ;$60 ;30;2;6/26/2019
11695845845;unconfirmed;Little Italy;moderate;Entire home/apt;2015;$877 ;$175 ;30;9;9/30/2021
11695949241;verified;Harlem;moderate;Entire home/apt;2020;$656 ;$131 ;30;3;1/19/2019
11696098683;unconfirmed;Greenpoint;strict;Entire home/apt;2017;$518 ;$104 ;2;69;6/13/2019
11696152306;verified;Kips Bay;strict;Private room;2011;$115 ;$23 ;30;1;2/28/2022
11696390012;verified;Bedford-Stuyvesant;moderate;Private room;2008;$981 ;$196 ;2;0;
11698529721;verified;Williamsburg;moderate;Private room;2004;$218 ;$44 ;1;3;6/11/2019
11701186519;unconfirmed;Bedford-Stuyvesant;strict;Private room;2017;$1,192 ;$238 ;5;14;1/5/2018
11701808771;verified;Bedford-Stuyvesant;strict;Private room;2017;$300 ;$60 ;1;10;6/27/2019
11706665432;verified;Flushing;flexible;Entire home/apt;2006;$62 ;$12 ;2;4;6/24/2019
11707261543;verified;Upper West Side;moderate;Entire home/apt;2005;$1,100 ;$220 ;7;2;1/8/2017
11707289701;unconfirmed;Sunnyside;strict;Private room;2019;$1,141 ;$228 ;21;10;9/13/2020
11707614607;unconfirmed;East Village;moderate;Private room;2015;$863 ;$173 ;1;2;1/11/2022
11707820996;unconfirmed;Crown Heights;moderate;Entire home/apt;2003;$988 ;$198 ;3;8;6/24/2019
11707840083;unconfirmed;Morningside Heights;strict;Private room;2005;$908 ;$182 ;2;0;
11708987590;unconfirmed;Williamsburg;flexible;Private room;2013;$77 ;$15 ;3;2;10/11/2015
11710189734;unconfirmed;Hell's Kitchen;strict;Shared room;2007;$1,172 ;$234 ;1;2;6/4/2019
11710356637;verified;Harlem;flexible;Private room;2005;$99 ;$20 ;30;51;11/10/2021
11710356637;verified;Harlem;flexible;Private room;2005;$99 ;$20 ;30;51;11/10/2021
11711269275;verified;Lower East Side;strict;Entire home/apt;;$232 ;$46 ;;109;6/15/2019
11713709323;unconfirmed;Rego Park;moderate;Entire home/apt;2014;$599 ;$120 ;3;88;6/17/2019
11714643384;verified;East Flatbush;strict;Private room;2016;$787 ;$157 ;1;16;5/22/2018
11715518350;unconfirmed;Williamsburg;moderate;Private room;2021;$831 ;$166 ;3;0;
11716175508;unconfirmed;Greenpoint;moderate;Private room;2012;$1,079 ;$216 ;31;10;7/20/2018
11717032408;unconfirmed;Nolita;flexible;Private room;2016;$912 ;$182 ;4;2;5/7/2019
11717372628;unconfirmed;Midtown;strict;Private room;2019;$213 ;$43 ;30;0;
11718272591;verified;Financial District;flexible;Private room;2010;$531 ;$106 ;7;1;5/14/2019
11721112813;verified;Chinatown;moderate;Private room;2017;$1,143 ;$229 ;6;72;6/16/2019
11721400640;verified;Upper East Side;flexible;Entire home/apt;2007;$137 ;$27 ;1;1;7/6/2019
11721951997;verified;Long Island City;flexible;Entire home/apt;2011;$323 ;$65 ;2;27;6/9/2019
11724260985;unconfirmed;Bedford-Stuyvesant;strict;Private room;2003;$235 ;$47 ;1;3;9/19/2016
11724393038;verified;Washington Heights;flexible;Private room;2018;$193 ;$39 ;2;2;5/4/2018
11725179671;verified;East Flatbush;strict;Entire home/apt;2011;$503 ;$101 ;4;93;7/3/2019
11725595508;verified;Prospect-Lefferts Gardens;strict;Private room;2014;$1,086 ;$217 ;4;6;1/1/2019
11725862798;unconfirmed;Gravesend;moderate;Private room;2020;$1,100 ;$220 ;1;135;2/2/2019
11726524379;verified;Upper West Side;moderate;Entire home/apt;2010;$162 ;$32 ;7;10;10/8/2016
11727840795;verified;East Village;strict;Private room;2012;$482 ;$96 ;30;4;8/31/2018
11728517324;verified;Prospect Heights;strict;Private room;2004;$1,105 ;$221 ;30;12;5/9/2017
11729691084;verified;Ridgewood;moderate;Private room;2021;$863 ;$173 ;45;0;
11731258439;verified;Flatbush;moderate;Entire home/apt;2014;$439 ;$88 ;1;22;6/8/2019
11732183047;unconfirmed;Hell's Kitchen;strict;Private room;2012;$486 ;$97 ;4;1;5/12/2019
11733821780;unconfirmed;Bay Ridge;moderate;Shared room;2022;$224 ;$45 ;3;1;8/31/2017
11735209620;verified;Bedford-Stuyvesant;strict;Private room;2006;$580 ;$116 ;5;1;6/14/2019
11735314043;verified;Sunnyside;moderate;Entire home/apt;2009;$1,126 ;$225 ;30;90;1/31/2022
11735487979;verified;Upper East Side;flexible;Entire home/apt;2009;$235 ;$47 ;1;1;6/20/2019
11735534496;verified;Harlem;flexible;Private room;2009;$1,071 ;$214 ;5;59;3/1/2022
11736303667;unconfirmed;Astoria;flexible;Private room;2010;$163 ;$33 ;30;3;8/14/2021
11738182971;verified;Hell's Kitchen;moderate;Entire home/apt;2014;$485 ;$97 ;7;5;11/3/2018
11739072792;unconfirmed;Financial District;flexible;Private room;2020;$968 ;$194 ;3;0;
11742513580;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2018;$272 ;$54 ;1;284;6/9/2019
11742567648;unconfirmed;East Harlem;strict;Private room;2005;$186 ;$37 ;3;74;5/28/2019
11743072659;unconfirmed;Midtown;flexible;Entire home/apt;2009;$938 ;$188 ;30;0;
11745695820;unconfirmed;Baychester;strict;Entire home/apt;2016;$1,142 ;$228 ;30;2;9/30/2021
11745797323;;Harlem;flexible;Private room;2019;$960 ;$192 ;30;64;7/6/2018
11745931550;unconfirmed;Clason Point;moderate;Entire home/apt;2014;$669 ;$134 ;2;58;7/3/2019
11748037198;verified;Bedford-Stuyvesant;moderate;Private room;2004;$718 ;$144 ;2;0;
11748115944;unconfirmed;University Heights;strict;Private room;2003;$827 ;$165 ;2;7;1/1/2019
11748943741;unconfirmed;Clinton Hill;strict;Private room;2017;$494 ;$99 ;2;18;12/16/2018
11749347213;unconfirmed;Harlem;flexible;Private room;2017;$424 ;$85 ;2;19;12/3/2018
11750151301;unconfirmed;East Village;moderate;Private room;2015;$135 ;$27 ;5;92;6/7/2019
11750337247;verified;Cobble Hill;strict;Entire home/apt;2020;$106 ;$21 ;3;31;6/22/2019
11750337247;verified;Cobble Hill;strict;Entire home/apt;2020;$106 ;$21 ;3;31;6/22/2019
11751356045;verified;Williamsburg;strict;Entire home/apt;2013;$526 ;$105 ;1;0;
11753940633;verified;Midtown;strict;Entire home/apt;2021;$979 ;$196 ;3;4;5/28/2019
11753947029;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2007;$956 ;$191 ;30;28;3/13/2020
11754377267;verified;Greenpoint;flexible;Entire home/apt;2015;$1,168 ;$234 ;1;72;1/2/2022
11756120151;unconfirmed;Williamsburg;strict;Private room;2009;$195 ;$39 ;1;1;1/7/2022
11756422019;verified;Greenwich Village;flexible;Entire home/apt;2007;$475 ;$95 ;1;1;6/26/2019
11757257269;verified;Upper East Side;moderate;Entire home/apt;2016;$275 ;$55 ;1;11;6/20/2019
11759151284;verified;Kensington;moderate;Private room;2010;$1,128 ;$226 ;1;108;6/19/2019
11759285992;unconfirmed;Midwood;flexible;Private room;2020;$1,069 ;$214 ;1;2;6/30/2019
11759291608;verified;Sunset Park;moderate;Entire home/apt;2017;$180 ;$36 ;30;2;6/13/2019
11761082642;verified;Bushwick;flexible;Private room;2020;$753 ;$151 ;10;4;5/11/2019
11762318362;verified;Woodside;flexible;Private room;2006;$430 ;$86 ;30;0;
11762396937;unconfirmed;East Flatbush;moderate;Entire home/apt;2021;$901 ;$180 ;2;4;7/2/2019
11763121587;unconfirmed;Upper East Side;strict;Private room;2019;$1,104 ;$221 ;1;0;
11763482838;unconfirmed;Upper East Side;strict;Entire home/apt;2019;$359 ;$72 ;2;114;6/23/2019
11764087300;verified;Gowanus;moderate;Entire home/apt;2011;$1,175 ;$235 ;5;10;12/28/2018
11764405523;verified;Crown Heights;flexible;Entire home/apt;2013;$357 ;$71 ;1;2;10/1/2017
11764727226;verified;Financial District;moderate;Entire home/apt;2017;$1,014 ;$203 ;2;6;2/14/2022
11765038200;unconfirmed;Little Italy;flexible;Entire home/apt;2005;$992 ;$198 ;1;25;6/21/2019
11767261728;verified;Williamsburg;moderate;Entire home/apt;2013;$1,178 ;$236 ;30;0;
11767563489;verified;Chelsea;strict;Entire home/apt;2016;$1,095 ;$219 ;7;63;3/2/2022
11769864799;verified;Concourse;flexible;Private room;2022;$549 ;$110 ;1;43;6/22/2019
11769943303;unconfirmed;Midtown;strict;Entire home/apt;2010;$76 ;$15 ;3;21;10/12/2016
11772502962;unconfirmed;Long Island City;strict;Private room;2015;$696 ;$139 ;1;13;8/24/2018
11773341507;unconfirmed;Harlem;strict;Entire home/apt;2020;$87 ;$17 ;3;0;
11773393341;unconfirmed;Upper West Side;moderate;Entire home/apt;2016;$314 ;$63 ;3;16;5/7/2019
11773833137;verified;Upper West Side;strict;Entire home/apt;2010;$466 ;$93 ;30;12;6/30/2019
11775208867;verified;Sunnyside;moderate;Private room;2011;$681 ;$136 ;1;52;6/16/2019
11775445350;verified;Bedford-Stuyvesant;flexible;Private room;2004;$867 ;$173 ;1;0;
11775467394;unconfirmed;Woodside;moderate;Entire home/apt;2008;$279 ;$56 ;2;17;7/6/2019
11776064878;verified;Williamsburg;flexible;Private room;2009;$397 ;$79 ;5;6;4/24/2019
11780034228;verified;Washington Heights;strict;Private room;2007;$297 ;$59 ;30;0;
11781179019;unconfirmed;Washington Heights;moderate;Private room;2020;$162 ;$32 ;1;2;6/21/2019
11781747971;unconfirmed;Harlem;strict;Private room;2021;$392 ;$78 ;2;8;7/29/2017
11782643763;unconfirmed;Upper East Side;strict;Entire home/apt;2021;$429 ;$86 ;30;7;5/31/2019
11784200687;unconfirmed;Harlem;moderate;Private room;2020;$865 ;$173 ;5;1;7/1/2018
11785256845;unconfirmed;Upper West Side;moderate;Entire home/apt;2009;$314 ;$63 ;30;0;
11785569584;verified;Elmhurst;moderate;Shared room;2011;$286 ;$57 ;1;25;11/29/2021
11785640248;verified;Williamsburg;strict;Entire home/apt;2014;$492 ;$98 ;30;8;1/1/2022
11787830387;verified;Bedford-Stuyvesant;flexible;Private room;2021;$393 ;$79 ;1;1;3/11/2019
11788934359;verified;Bedford-Stuyvesant;flexible;Private room;2017;$995 ;$199 ;2;3;12/30/2021
11790367077;unconfirmed;Prospect Heights;flexible;Entire home/apt;2021;$813 ;$163 ;5;0;
11790655500;unconfirmed;Greenpoint;moderate;Private room;2010;$670 ;$134 ;12;2;12/20/2020
11790752851;unconfirmed;East Village;strict;Entire home/apt;2022;$335 ;$67 ;2;41;1/15/2022
11791148872;unconfirmed;Norwood;flexible;Entire home/apt;2003;$1,039 ;$208 ;1;13;7/7/2019
11791808959;verified;Murray Hill;strict;Private room;2007;$166 ;$33 ;5;3;1/14/2019
11792042887;verified;Elmhurst;flexible;Entire home/apt;2015;$198 ;$40 ;1;31;11/15/2018
11792069556;unconfirmed;Chelsea;moderate;Entire home/apt;2016;$387 ;$77 ;2;9;6/18/2019
11795459092;verified;Bedford-Stuyvesant;flexible;Private room;2009;$831 ;$166 ;3;0;
11796763309;unconfirmed;Brownsville;strict;Private room;2017;$459 ;$92 ;1;7;3/1/2017
11797665068;verified;East Harlem;strict;Entire home/apt;2006;$806 ;$161 ;3;26;9/27/2021
11798424379;verified;Greenpoint;flexible;Entire home/apt;2018;$410 ;$82 ;5;2;10/14/2016
11799610755;verified;Chelsea;flexible;Entire home/apt;2018;$235 ;$47 ;2;8;1/28/2017
11800939614;unconfirmed;East Flatbush;strict;Entire home/apt;2009;$560 ;$112 ;5;1;11/26/2018
11801203377;unconfirmed;Harlem;flexible;Private room;2012;$580 ;$116 ;1;0;
11801878146;verified;Upper West Side;moderate;Entire home/apt;2021;$201 ;$40 ;2;1;1/1/2019
11802028280;unconfirmed;East Elmhurst;strict;Private room;2021;$1,176 ;$235 ;1;288;2/27/2022
11803179491;unconfirmed;Williamsburg;strict;Private room;2004;$1,114 ;$223 ;1;0;
11803219621;unconfirmed;Mott Haven;strict;Shared room;2003;$703 ;$141 ;1;21;1/23/2022
11803625711;unconfirmed;Lower East Side;strict;Private room;2021;$455 ;$91 ;4;0;
11804832101;unconfirmed;Astoria;moderate;Entire home/apt;2016;$829 ;$166 ;1;38;6/28/2019
11805696350;unconfirmed;Midtown;moderate;Entire home/apt;2020;$1,059 ;$212 ;180;3;1/31/2019
11806708632;unconfirmed;Ridgewood;flexible;Entire home/apt;2007;$1,171 ;$234 ;1;0;
11807829959;verified;Ozone Park;flexible;Private room;2021;$1,006 ;$201 ;30;10;12/31/2021
11808402025;verified;West Village;strict;Entire home/apt;2011;$696 ;$139 ;3;1;7/2/2016
11808842671;unconfirmed;Ridgewood;moderate;Private room;2003;$66 ;$13 ;1;15;6/25/2019
11808940819;verified;Bushwick;moderate;Private room;2003;$1,018 ;$204 ;1;57;2/16/2022
11809565542;unconfirmed;East Village;strict;Private room;2010;$316 ;$63 ;1;1;8/16/2015
11810020704;unconfirmed;Chelsea;strict;Entire home/apt;2009;$323 ;$65 ;4;1;12/29/2017
11810345937;verified;Ridgewood;moderate;Entire home/apt;2011;$1,093 ;$219 ;6;29;7/5/2019
11812363922;verified;Bedford-Stuyvesant;flexible;Private room;2017;$1,033 ;$207 ;2;38;3/16/2019
11812491567;verified;South Slope;flexible;Entire home/apt;2004;$575 ;$115 ;2;0;
11813280718;unconfirmed;Williamsburg;strict;Shared room;2021;$207 ;$41 ;15;0;
11816617240;unconfirmed;Gramercy;moderate;Entire home/apt;2016;$651 ;$130 ;30;1;7/31/2017
11817320305;verified;East Flatbush;flexible;Private room;2003;$1,000 ;$200 ;1;83;1/2/2022
11818451084;verified;Theater District;flexible;Entire home/apt;2021;$958 ;$192 ;10;1;6/13/2019
11818932378;verified;Bedford-Stuyvesant;strict;Private room;2004;$1,049 ;$210 ;1;9;9/19/2017
11820324468;unconfirmed;Flatbush;flexible;Private room;2012;$1,030 ;$206 ;1;44;1/24/2022
11820577883;unconfirmed;Lower East Side;moderate;Entire home/apt;2012;$471 ;$94 ;1;76;9/29/2016
11821443742;verified;Bensonhurst;moderate;Entire home/apt;2003;$972 ;$194 ;1;287;7/6/2019
11821976152;verified;Crown Heights;flexible;Private room;2016;$583 ;$117 ;2;8;6/17/2019
11822322779;verified;Hell's Kitchen;flexible;Shared room;2015;$290 ;$58 ;1;0;
11824242735;verified;Ditmars Steinway;strict;Entire home/apt;2020;$110 ;$22 ;3;35;2/16/2022
11826417717;verified;Midtown;moderate;Entire home/apt;2006;$744 ;$149 ;30;7;3/14/2019
11827132407;unconfirmed;Clinton Hill;moderate;Entire home/apt;2010;$709 ;$142 ;7;1;8/4/2016
11827895208;verified;Bedford-Stuyvesant;strict;Entire home/apt;2017;$473 ;$95 ;30;62;7/2/2019
11827915036;verified;Lower East Side;strict;Entire home/apt;2022;$999 ;$200 ;30;4;2/14/2022
11828807699;unconfirmed;Mott Haven;strict;Private room;2021;$420 ;$84 ;2;2;1/2/2019
11828865117;verified;Crown Heights;moderate;Private room;2005;$1,104 ;$221 ;1;0;
11829654471;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2015;$569 ;$114 ;1;4;2/21/2022
11830796510;verified;Hell's Kitchen;flexible;Entire home/apt;2008;$516 ;$103 ;2;5;6/30/2019
11831199558;unconfirmed;Jamaica;strict;Entire home/apt;2018;$1,076 ;$215 ;1;79;7/1/2019
11834600090;unconfirmed;Gravesend;strict;Private room;2009;$85 ;$17 ;2;0;
11835132097;unconfirmed;Astoria;strict;Entire home/apt;2017;$395 ;$79 ;2;64;7/1/2019
11835609022;verified;Park Slope;strict;Entire home/apt;2012;$709 ;$142 ;2;2;8/28/2016
11835670669;verified;Gramercy;flexible;Entire home/apt;2005;$1,167 ;$233 ;2;0;
11838376390;verified;Greenwich Village;strict;Private room;2004;$1,052 ;$210 ;3;6;5/16/2019
11839219587;verified;Harlem;moderate;Entire home/apt;2008;$327 ;$65 ;3;9;11/9/2017
11839684136;verified;Prince's Bay;moderate;Entire home/apt;2015;$296 ;$59 ;2;15;8/7/2018
11841305274;verified;Williamsburg;strict;Entire home/apt;2019;$1,152 ;$230 ;2;2;5/26/2019
11841499131;verified;Ridgewood;strict;Private room;2016;$674 ;$135 ;1;0;
11842254996;unconfirmed;Harlem;strict;Entire home/apt;2019;$1,178 ;$236 ;3;186;6/17/2019
11843151449;verified;Harlem;strict;Private room;2005;$320 ;$64 ;4;3;1/7/2019
11843185694;verified;Bushwick;moderate;Private room;2017;$1,170 ;$234 ;2;30;6/13/2019
11844662082;verified;Hell's Kitchen;moderate;Entire home/apt;2009;$1,061 ;$212 ;2;37;2/27/2022
11844917371;unconfirmed;Lower East Side;strict;Shared room;2014;$625 ;$125 ;14;0;
11845615824;unconfirmed;Long Island City;moderate;Entire home/apt;2020;$961 ;$192 ;1;6;9/21/2018
11846756450;verified;Stuyvesant Town;moderate;Private room;2009;$688 ;$138 ;3;1;6/16/2019
11847863588;verified;Prospect-Lefferts Gardens;moderate;Entire home/apt;2006;$122 ;$24 ;5;1;12/23/2015
11847959290;verified;Bedford-Stuyvesant;flexible;Private room;2016;$909 ;$182 ;5;38;6/13/2019
11849348194;verified;Harlem;flexible;Private room;2018;$200 ;$40 ;1;1;11/1/2013
11849533114;verified;Ditmars Steinway;flexible;Entire home/apt;2014;$369 ;$74 ;7;2;7/12/2014
11849849734;unconfirmed;East Flatbush;moderate;Shared room;2003;$864 ;$173 ;30;2;4/30/2018
11850306251;unconfirmed;Bushwick;moderate;Entire home/apt;2006;$374 ;$75 ;2;6;3/24/2019
11852493921;unconfirmed;Crown Heights;moderate;Entire home/apt;2016;$885 ;$177 ;1;29;6/27/2019
11852653607;verified;South Slope;strict;Entire home/apt;2011;$1,143 ;$229 ;2;9;6/23/2019
11852727956;verified;Williamsburg;flexible;Private room;2013;$1,172 ;$234 ;1;0;
11852950732;verified;Upper West Side;strict;Entire home/apt;2021;$480 ;$96 ;3;4;4/16/2017
11853026503;unconfirmed;Upper West Side;flexible;Private room;2020;$1,144 ;$229 ;3;55;7/4/2019
11853480281;unconfirmed;Bushwick;moderate;Private room;2006;$1,074 ;$215 ;1;2;5/14/2019
11853617213;verified;East Harlem;flexible;Private room;2016;$66 ;$13 ;1;49;5/20/2019
11854148179;unconfirmed;Bushwick;moderate;Private room;2016;$1,155 ;$231 ;7;61;2/15/2019
11854203352;verified;Bay Ridge;flexible;Entire home/apt;2014;$788 ;$158 ;2;133;12/13/2020
11855673602;unconfirmed;Crown Heights;flexible;Entire home/apt;2015;$255 ;$51 ;2;7;1/2/2022
11856313147;verified;East Flatbush;strict;Shared room;2017;$385 ;$77 ;30;1;8/10/2018
11856858488;unconfirmed;Hell's Kitchen;moderate;Entire home/apt;2020;$957 ;$191 ;30;0;
11857212726;verified;East Village;moderate;Entire home/apt;2006;$59 ;$12 ;1;16;7/5/2019
11858474661;verified;Harlem;moderate;Entire home/apt;2012;$450 ;$90 ;5;13;1/5/2022
11858622557;verified;Upper West Side;moderate;Entire home/apt;2003;$1,127 ;$225 ;29;3;2/11/2019
11859239781;unconfirmed;Astoria;flexible;Entire home/apt;2010;$140 ;$28 ;3;94;5/27/2019
11859575928;verified;Williamsburg;flexible;Private room;2007;$308 ;$62 ;1;75;7/7/2019
11861310530;unconfirmed;Hell's Kitchen;strict;Entire home/apt;2020;$226 ;$45 ;29;0;
11861394678;unconfirmed;Greenwich Village;strict;Entire home/apt;2003;$851 ;$170 ;5;24;6/1/2019
11862110255;verified;Woodside;flexible;Entire home/apt;2021;$366 ;$73 ;5;159;2/14/2022
11862286083;unconfirmed;Chelsea;strict;Private room;2004;$539 ;$108 ;1;10;9/22/2021
11862638748;unconfirmed;Lower East Side;strict;Entire home/apt;2004;$157 ;$31 ;30;7;10/22/2018
11863620832;unconfirmed;Fort Greene;flexible;Entire home/apt;2009;$552 ;$110 ;2;2;7/3/2019
11864705384;unconfirmed;Midwood;flexible;Entire home/apt;2010;$979 ;$196 ;90;0;
11865131215;unconfirmed;Lower East Side;moderate;Entire home/apt;2003;$494 ;$99 ;2;0;
11866376256;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2009;$1,143 ;$229 ;2;111;6/24/2019
11866593685;unconfirmed;Williamsburg;moderate;Private room;2015;$1,142 ;$228 ;2;18;5/21/2019
11867884289;verified;East Flatbush;moderate;Private room;2013;$410 ;$82 ;3;10;5/31/2019
11868026696;unconfirmed;Williamsburg;strict;Private room;2006;$606 ;$121 ;2;2;1/8/2017
11868794663;unconfirmed;New Brighton;moderate;Private room;2005;$363 ;$73 ;3;3;2/27/2022
11870314775;unconfirmed;East New York;moderate;Private room;2013;$433 ;$87 ;3;1;5/20/2019
11870472777;verified;Chinatown;moderate;Private room;2008;$1,183 ;$237 ;4;1;1/6/2017
11870566966;verified;East Harlem;flexible;Entire home/apt;2016;$811 ;$162 ;30;3;4/27/2019
11871187656;unconfirmed;West Village;strict;Entire home/apt;2016;$773 ;$155 ;;0;
11873207426;unconfirmed;Clinton Hill;flexible;Private room;2011;$780 ;$156 ;1;20;1/3/2019
11874531020;unconfirmed;Ditmars Steinway;moderate;Private room;2012;$919 ;$184 ;1;0;
11874648043;verified;Crown Heights;strict;Entire home/apt;2012;$496 ;$99 ;6;0;
11877717372;unconfirmed;South Slope;moderate;Private room;2014;$96 ;$19 ;90;0;
11878976515;verified;Williamsburg;strict;Entire home/apt;2013;$980 ;$196 ;3;88;6/26/2019
11883906532;unconfirmed;Bushwick;flexible;Private room;2003;$787 ;$157 ;3;21;6/29/2019
11884419031;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2016;$1,172 ;$234 ;1;2;9/29/2015
11886000051;unconfirmed;East Village;strict;Entire home/apt;2021;$1,193 ;$239 ;5;1;5/3/2017
11886096013;;Williamsburg;strict;Entire home/apt;2020;$530 ;$106 ;2;3;6/3/2019
11886238276;unconfirmed;Williamsburg;strict;Private room;2005;$777 ;$155 ;21;2;4/22/2018
11886422202;verified;Clinton Hill;flexible;Private room;2005;$492 ;$98 ;30;58;11/15/2020
11887522808;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2016;$1,172 ;$234 ;1;2;9/29/2015
11888561195;unconfirmed;West Village;flexible;Entire home/apt;2004;$244 ;$49 ;30;1;12/31/2021
11891807186;verified;Bedford-Stuyvesant;moderate;Private room;2019;$629 ;$126 ;3;0;
11893250177;verified;Sunnyside;flexible;Entire home/apt;2013;$346 ;$69 ;30;1;10/11/2021
11893313397;unconfirmed;East Harlem;moderate;Entire home/apt;2007;$464 ;$93 ;30;11;11/3/2021
11893382857;verified;Financial District;flexible;Entire home/apt;2019;$243 ;$49 ;30;2;12/31/2016
11894009433;verified;East Flatbush;moderate;Shared room;2014;$88 ;$18 ;30;0;
11894686351;unconfirmed;Bushwick;moderate;Entire home/apt;2005;$572 ;$114 ;30;42;2/28/2019
11895287518;verified;Bedford-Stuyvesant;flexible;Entire home/apt;2015;$84 ;$17 ;1;0;
11895305395;verified;Flatbush;flexible;Private room;2012;$1,189 ;$238 ;5;2;1/31/2021
11896391862;unconfirmed;Astoria;flexible;Entire home/apt;2020;$495 ;$99 ;2;11;12/16/2018
11897646029;unconfirmed;Bedford-Stuyvesant;strict;Entire home/apt;2007;$552 ;$110 ;2;3;9/24/2015
11897727379;verified;Greenpoint;strict;Entire home/apt;2009;$68 ;$14 ;30;8;5/17/2019
11898589442;unconfirmed;SoHo;strict;Entire home/apt;2005;$1,134 ;$227 ;30;1;3/10/2019
11898710840;unconfirmed;Astoria;moderate;Entire home/apt;2004;$517 ;$103 ;2;7;12/20/2018
11900977546;unconfirmed;Middle Village;flexible;Private room;2011;$727 ;$145 ;2;49;6/8/2019
11901197612;unconfirmed;East Harlem;strict;Private room;2008;$918 ;$184 ;1;81;4/21/2018
11901611740;verified;Harlem;flexible;Private room;2008;$949 ;$190 ;2;11;7/1/2019
11902174112;verified;Greenwich Village;moderate;Private room;2008;$776 ;$155 ;2;36;6/9/2019
11902211116;unconfirmed;Harlem;moderate;Private room;2013;$1,122 ;$224 ;3;6;5/21/2017
11903048310;verified;Canarsie;moderate;Entire home/apt;2014;$1,181 ;$236 ;1;104;6/8/2019
11904129602;verified;Maspeth;moderate;Private room;2007;$87 ;$17 ;1;0;
11905616799;unconfirmed;West Village;moderate;Entire home/apt;2008;$572 ;$114 ;30;16;5/16/2017
11909029044;unconfirmed;Murray Hill;strict;Shared room;2010;$456 ;$91 ;3;93;6/27/2019
11909307579;verified;Midtown;moderate;Private room;2005;$599 ;$120 ;3;0;
11909327316;verified;Harlem;moderate;Private room;2020;$1,054 ;$211 ;2;0;
11909459369;verified;Bedford-Stuyvesant;flexible;Entire home/apt;2004;$1,104 ;$221 ;5;55;2/22/2022
11911107980;verified;West Village;moderate;Entire home/apt;2003;$524 ;$105 ;4;0;
11912336996;verified;Williamsburg;flexible;Private room;2012;$396 ;$79 ;3;5;7/13/2017
11912641335;unconfirmed;Williamsburg;moderate;Private room;2014;$825 ;$165 ;1;5;5/5/2019
11913590960;verified;Williamsburg;moderate;Private room;2011;$1,107 ;$221 ;3;8;6/30/2021
11914402031;verified;Prospect-Lefferts Gardens;strict;Entire home/apt;2010;$499 ;$100 ;30;46;3/8/2020
11917654865;unconfirmed;East Village;moderate;Private room;2021;$732 ;$146 ;1;207;2/14/2022
11917670566;verified;Kensington;strict;Entire home/apt;2012;$239 ;$48 ;30;1;4/3/2015
11918748827;verified;Bedford-Stuyvesant;moderate;Entire home/apt;2017;$293 ;$59 ;2;101;2/23/2022
11920301336;unconfirmed;Bedford-Stuyvesant;flexible;Private room;2018;$891 ;$178 ;6;0;
11920526395;verified;Flatbush;flexible;Entire home/apt;2005;$952 ;$190 ;1;2;1/30/2022
11920603686;verified;Bedford-Stuyvesant;strict;Entire home/apt;2009;$941 ;$188 ;3;80;7/7/2019
11921268859;verified;Lower East Side;strict;Entire home/apt;2005;$1,051 ;$210 ;30;1;8/1/2021
11921284289;unconfirmed;East Harlem;strict;Entire home/apt;2020;;$26 ;30;19;3/29/2021
11922396877;verified;Ditmars Steinway;flexible;Private room;2019;$790 ;$158 ;1;2;1/5/2016
11924240457;unconfirmed;Upper West Side;strict;Entire home/apt;2005;$1,197 ;$239 ;30;27;6/24/2019
11926086195;verified;East Village;moderate;Entire home/apt;2009;$309 ;$62 ;30;107;1/3/2022
11926184623;verified;East Village;strict;Entire home/apt;2018;$101 ;$20 ;2;6;4/8/2019
11931739621;unconfirmed;Williamsburg;moderate;Private room;2021;$451 ;$90 ;5;16;6/22/2019
11932558759;unconfirmed;Prospect-Lefferts Gardens;strict;Private room;2014;$484 ;$97 ;2;60;3/12/2020
11933766698;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2019;$1,039 ;$208 ;30;47;1/9/2022
11933845238;verified;Clinton Hill;moderate;Entire home/apt;2022;$223 ;$45 ;2;2;12/26/2017
