carat,cut,color,clarity,depth,table,price,x,y,z,es_premium,categoria_precio,precio_por_quilate
0.51,Ideal,G,VVS2,61.6,56.0,1750,5.12,5.14,3.16,True,Medio,3431.372549019608
0.51,Good,G,VVS2,63.5,56.0,1750,5.07,5.11,3.23,False,Medio,3431.372549019608
0.54,Very Good,G,VVS2,61.8,57.0,1751,5.22,5.26,3.24,False,Medio,3242.592592592592
0.51,Very Good,F,VS1,62.5,54.0,1751,5.13,5.15,3.21,False,Medio,3433.3333333333335
0.51,Ideal,F,VS1,61.8,55.0,1751,5.13,5.16,3.18,True,Medio,3433.3333333333335
0.57,Ideal,F,SI1,62.2,56.0,1751,5.33,5.31,3.31,True,Medio,3071.9298245614036
0.64,Premium,D,SI2,62.8,54.0,1751,5.52,5.5,3.46,True,Medio,2735.9375
0.55,Ideal,G,VS2,61.6,55.0,1752,5.31,5.25,3.25,True,Medio,3185.454545454545
0.51,Very Good,G,VS1,62.4,60.0,1752,5.05,5.08,3.16,False,Medio,3435.2941176470586
0.51,Ideal,D,VS1,60.9,57.0,1752,5.17,5.2,3.16,True,Medio,3435.2941176470586
0.51,Ideal,D,VS1,61.7,54.0,1752,5.12,5.15,3.17,True,Medio,3435.2941176470586
0.5,Good,E,VS2,63.8,54.0,1752,5.05,5.07,3.23,False,Medio,3504.0
0.5,Very Good,D,VS2,62.8,56.0,1752,5.04,5.08,3.18,False,Medio,3504.0
0.5,Premium,D,VS2,61.9,58.0,1752,5.04,5.1,3.14,True,Medio,3504.0
0.5,Premium,D,VS2,61.1,58.0,1752,5.09,5.12,3.12,True,Medio,3504.0
0.5,Premium,D,VS2,61.4,59.0,1752,5.11,5.15,3.15,True,Medio,3504.0
0.61,Premium,H,VVS2,60.9,60.0,1752,5.47,5.5,3.34,True,Medio,2872.131147540984
0.61,Ideal,D,SI1,62.1,55.0,1752,5.42,5.43,3.37,True,Medio,2872.131147540984
0.5,Ideal,D,VS2,62.3,55.0,1752,5.07,5.11,3.17,True,Medio,3504.0
0.5,Very Good,D,VS2,62.8,58.0,1752,5.05,5.08,3.18,False,Medio,3504.0
0.5,Ideal,D,VS2,62.5,54.0,1752,5.05,5.09,3.17,True,Medio,3504.0
0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12,True,Medio,3504.0
0.5,Very Good,D,VS2,62.9,61.0,1752,4.96,5.03,3.14,False,Medio,3504.0
0.5,Very Good,D,VS2,62.8,58.0,1752,5.03,5.07,3.17,False,Medio,3504.0
0.5,Premium,D,VS2,62.1,58.0,1752,5.03,5.08,3.14,True,Medio,3504.0
0.5,Ideal,D,VS2,62.6,56.0,1752,5.05,5.08,3.17,True,Medio,3504.0
0.58,Ideal,E,VS2,62.0,57.0,1752,5.33,5.35,3.31,True,Medio,3020.689655172414
0.52,Ideal,D,VS2,61.8,57.0,1752,5.16,5.2,3.2,True,Medio,3369.230769230769
0.55,Ideal,E,SI1,62.4,58.0,1752,5.28,5.23,3.27,True,Medio,3185.454545454545
0.56,Ideal,D,VS2,62.7,57.0,1753,5.25,5.28,3.3,True,Medio,3130.3571428571427
0.53,Ideal,F,VS2,61.1,56.0,1753,5.26,5.22,3.2,True,Medio,3307.5471698113206
0.53,Premium,F,VS2,60.6,55.0,1753,5.26,5.23,3.18,True,Medio,3307.5471698113206
0.53,Premium,F,VS2,61.9,58.0,1753,5.2,5.17,3.21,True,Medio,3307.5471698113206
0.53,Premium,F,VS2,61.4,60.0,1753,5.21,5.18,3.19,True,Medio,3307.5471698113206
0.53,Ideal,F,VS2,61.8,55.0,1753,5.23,5.19,3.22,True,Medio,3307.5471698113206
0.53,Ideal,F,VS2,61.5,55.0,1753,5.27,5.2,3.22,True,Medio,3307.5471698113206
0.53,Premium,D,SI1,61.4,57.0,1753,5.26,5.2,3.21,True,Medio,3307.5471698113206
0.53,Ideal,D,SI1,62.0,55.0,1753,5.24,5.22,3.24,True,Medio,3307.5471698113206
0.53,Premium,D,SI1,60.0,58.0,1753,5.29,5.24,3.16,True,Medio,3307.5471698113206
0.53,Ideal,D,SI1,61.7,56.0,1753,5.23,5.15,3.2,True,Medio,3307.5471698113206
0.53,Premium,D,SI1,61.0,58.0,1753,5.22,5.18,3.17,True,Medio,3307.5471698113206
0.53,Ideal,D,SI1,62.2,56.0,1753,5.23,5.19,3.24,True,Medio,3307.5471698113206
0.53,Premium,D,SI1,61.6,59.0,1753,5.2,5.16,3.19,True,Medio,3307.5471698113206
0.57,Very Good,F,VS2,59.5,57.0,1754,5.39,5.43,3.22,False,Medio,3077.1929824561407
0.57,Ideal,D,SI1,61.0,57.0,1754,5.31,5.34,3.25,True,Medio,3077.1929824561407
0.52,Ideal,H,VVS1,61.7,55.0,1754,5.17,5.2,3.2,True,Medio,3373.076923076923
0.54,Very Good,G,VS1,61.6,56.0,1754,5.23,5.26,3.23,False,Medio,3248.148148148148
0.57,Very Good,D,SI1,61.1,56.0,1754,5.33,5.38,3.27,False,Medio,3077.1929824561407
0.54,Ideal,E,VS2,60.8,57.0,1754,5.24,5.29,3.2,True,Medio,3248.148148148148
0.54,Premium,G,VS1,61.1,59.0,1754,5.22,5.26,3.2,True,Medio,3248.148148148148
0.54,Ideal,G,VS1,61.3,57.0,1754,5.25,5.28,3.23,True,Medio,3248.148148148148
0.57,Ideal,F,VS2,61.7,57.0,1754,5.33,5.36,3.3,True,Medio,3077.1929824561407
0.54,Ideal,G,VS1,62.3,55.0,1754,5.2,5.24,3.25,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,61.4,57.0,1754,5.21,5.25,3.21,True,Medio,3248.148148148148
0.54,Ideal,G,VS1,62.0,56.0,1754,5.21,5.24,3.24,True,Medio,3248.148148148148
0.57,Ideal,D,SI1,62.4,56.0,1754,5.29,5.32,3.31,True,Medio,3077.1929824561407
0.54,Ideal,E,VS2,61.0,56.0,1754,5.25,5.28,3.21,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,61.9,55.0,1754,5.2,5.24,3.23,True,Medio,3248.148148148148
0.54,Premium,E,VS2,59.2,58.0,1754,5.32,5.35,3.16,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,62.2,55.0,1754,5.21,5.24,3.25,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,60.5,56.0,1754,5.26,5.28,3.19,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,61.7,55.0,1754,5.24,5.27,3.24,True,Medio,3248.148148148148
0.54,Ideal,E,VS2,61.9,57.0,1754,5.2,5.23,3.23,True,Medio,3248.148148148148
0.54,Ideal,G,VS1,61.8,54.0,1754,5.22,5.24,3.23,True,Medio,3248.148148148148
0.57,Premium,F,VS2,60.3,58.0,1754,5.4,5.44,3.27,True,Medio,3077.1929824561407
0.43,Ideal,D,VVS1,61.9,54.0,1754,4.83,4.87,3.0,True,Medio,4079.0697674418607
0.4,Ideal,D,VVS1,61.8,55.0,1754,4.72,4.76,2.93,True,Medio,4385.0
0.53,Ideal,G,VS1,61.2,55.0,1754,5.23,5.26,3.21,True,Medio,3309.433962264151
0.55,Ideal,F,VS1,62.3,53.0,1754,5.28,5.31,3.3,True,Medio,3189.090909090909
0.52,Good,G,VVS1,58.3,59.0,1754,5.26,5.3,3.08,False,Medio,3373.076923076923
0.55,Very Good,D,VS2,60.4,59.0,1755,5.29,5.34,3.21,False,Medio,3190.9090909090905
0.56,Very Good,E,VS2,61.7,56.0,1755,5.25,5.31,3.26,False,Medio,3133.928571428571
0.56,Very Good,E,VS2,61.0,58.0,1755,5.29,5.34,3.24,False,Medio,3133.928571428571
0.5,Very Good,E,VS1,61.4,55.0,1755,5.09,5.14,3.14,False,Medio,3510.0
0.5,Very Good,E,VS1,62.6,57.0,1755,5.02,5.08,3.16,False,Medio,3510.0
0.55,Premium,F,VS1,61.0,59.0,1755,5.26,5.29,3.22,True,Medio,3190.9090909090905
0.56,Premium,E,SI1,61.5,60.0,1755,5.27,5.3,3.25,True,Medio,3133.928571428571
0.59,Ideal,E,VS2,61.4,56.0,1755,5.33,5.42,3.3,True,Medio,2974.576271186441
0.55,Ideal,D,VS2,62.7,57.0,1755,5.2,5.23,3.27,True,Medio,3190.9090909090905
0.5,Ideal,E,VS1,62.0,58.0,1755,5.09,5.14,3.17,True,Medio,3510.0
0.56,Ideal,G,SI1,61.6,59.0,1755,5.27,5.32,3.26,True,Medio,3133.928571428571
0.71,Good,J,SI1,61.5,62.0,1755,5.61,5.66,3.47,False,Medio,2471.830985915493
0.3,Premium,H,VS1,61.3,58.0,526,4.29,4.32,2.64,True,Económico,1753.3333333333335
0.3,Good,G,VS2,63.5,54.0,526,4.25,4.28,2.71,False,Económico,1753.3333333333335
0.3,Very Good,G,VS2,61.4,54.0,526,4.31,4.36,2.66,False,Económico,1753.3333333333335
0.3,Ideal,E,SI1,61.9,57.0,526,4.29,4.33,2.67,True,Económico,1753.3333333333335
0.3,Good,E,VS2,63.3,55.0,526,4.26,4.3,2.71,False,Económico,1753.3333333333335
0.3,Very Good,E,SI1,61.7,56.0,526,4.27,4.29,2.64,False,Económico,1753.3333333333335
0.3,Premium,I,VVS2,61.0,60.0,526,4.3,4.36,2.64,True,Económico,1753.3333333333335
0.3,Good,H,VS1,63.1,57.0,526,4.24,4.26,2.68,False,Económico,1753.3333333333335
0.3,Very Good,E,SI1,62.9,57.0,526,4.27,4.32,2.7,False,Económico,1753.3333333333335
0.3,Very Good,G,VS2,63.0,56.0,526,4.27,4.3,2.7,False,Económico,1753.3333333333335
0.3,Ideal,H,VS1,61.3,56.0,526,4.31,4.33,2.65,True,Económico,1753.3333333333335
0.3,Very Good,G,VS2,60.6,61.0,526,4.29,4.32,2.61,False,Económico,1753.3333333333335
0.3,Good,G,VS2,63.1,56.0,526,4.25,4.28,2.69,False,Económico,1753.3333333333335
0.3,Very Good,H,VS1,63.0,59.0,526,4.21,4.27,2.67,False,Económico,1753.3333333333335
0.3,Ideal,G,VS2,61.7,56.0,526,4.31,4.35,2.67,True,Económico,1753.3333333333335
0.3,Good,E,SI1,63.6,57.0,526,4.22,4.24,2.69,False,Económico,1753.3333333333335
0.3,Premium,E,SI1,62.5,59.0,526,4.28,4.3,2.68,True,Económico,1753.3333333333335
0.3,Very Good,H,VS1,62.9,57.0,526,4.26,4.29,2.69,False,Económico,1753.3333333333335
0.3,Ideal,G,VS2,62.2,57.0,526,4.26,4.32,2.67,True,Económico,1753.3333333333335
0.3,Premium,E,SI1,59.8,60.0,526,4.31,4.35,2.59,True,Económico,1753.3333333333335
0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71,False,Económico,1753.3333333333335
0.3,Premium,I,VVS2,61.8,58.0,526,4.28,4.33,2.66,True,Económico,1753.3333333333335
0.3,Ideal,H,VS1,62.3,55.0,526,4.29,4.34,2.69,True,Económico,1753.3333333333335
0.3,Ideal,G,VS2,62.3,56.0,526,4.27,4.3,2.67,True,Económico,1753.3333333333335
0.3,Good,H,VS1,63.9,55.0,526,4.26,4.28,2.73,False,Económico,1753.3333333333335
0.3,Very Good,H,VS1,60.4,61.0,526,4.3,4.34,2.61,False,Económico,1753.3333333333335
0.3,Good,E,SI1,63.1,53.0,526,4.27,4.32,2.71,False,Económico,1753.3333333333335
0.3,Good,G,VS2,63.9,55.0,526,4.27,4.28,2.73,False,Económico,1753.3333333333335
0.3,Very Good,E,SI1,61.8,60.0,526,4.23,4.28,2.63,False,Económico,1753.3333333333335
0.3,Ideal,H,VS1,61.4,54.0,526,4.33,4.37,2.67,True,Económico,1753.3333333333335
0.58,Ideal,H,VS2,61.2,56.0,1755,5.41,5.39,3.3,True,Medio,3025.8620689655177
0.51,Very Good,D,VS1,61.0,57.0,1756,5.15,5.18,3.15,False,Medio,3443.1372549019607
0.59,Very Good,H,VS1,62.1,55.0,1757,5.37,5.41,3.35,False,Medio,2977.9661016949153
0.69,Very Good,H,SI1,62.5,57.6,1757,5.66,5.72,3.55,False,Medio,2546.376811594203
0.51,Ideal,G,VS1,61.8,60.0,1757,5.08,5.12,3.15,True,Medio,3445.098039215686
0.6,Good,G,VS1,60.1,61.0,1757,5.44,5.5,3.29,False,Medio,2928.3333333333335
0.51,Ideal,E,VS1,62.7,56.0,1758,5.14,5.1,3.21,True,Medio,3447.0588235294117
0.5,Very Good,D,VS2,60.8,56.0,1758,5.14,5.16,3.13,False,Medio,3516.0
0.51,Ideal,E,VS1,61.5,56.0,1758,5.11,5.16,3.16,True,Medio,3447.0588235294117
0.58,Good,E,VS2,63.1,56.0,1758,5.26,5.33,3.34,False,Medio,3031.034482758621
0.51,Premium,E,VS1,61.8,58.0,1758,5.13,5.09,3.16,True,Medio,3447.0588235294117
0.52,Ideal,G,VS1,62.4,55.1,1758,5.11,5.15,3.2,True,Medio,3380.7692307692305
0.56,Good,F,VS1,63.0,59.0,1758,5.24,5.27,3.31,False,Medio,3139.2857142857138
0.5,Premium,D,VS2,62.8,58.0,1758,5.03,5.0,3.15,True,Medio,3516.0
0.58,Premium,I,VVS1,62.6,59.0,1758,5.31,5.27,3.31,True,Medio,3031.034482758621
0.58,Ideal,I,VVS1,63.0,57.0,1758,5.34,5.29,3.35,True,Medio,3031.034482758621
0.58,Ideal,G,VS2,61.9,56.0,1758,5.38,5.34,3.32,True,Medio,3031.034482758621
0.58,Ideal,E,SI1,61.6,55.0,1758,5.38,5.33,3.3,True,Medio,3031.034482758621
0.58,Ideal,E,SI1,61.5,55.0,1758,5.39,5.34,3.3,True,Medio,3031.034482758621
0.51,Premium,E,VS1,62.0,61.0,1758,5.14,5.11,3.18,True,Medio,3447.0588235294117
0.5,Good,D,VS2,63.7,56.0,1758,5.09,5.05,3.23,False,Medio,3516.0
0.5,Very Good,D,VS2,63.4,56.0,1758,5.1,5.05,3.22,False,Medio,3516.0
0.5,Very Good,D,VS2,63.3,54.0,1758,5.07,5.04,3.2,False,Medio,3516.0
0.5,Very Good,D,VS2,63.4,57.0,1758,5.09,5.04,3.21,False,Medio,3516.0
0.7,Ideal,E,SI1,62.3,56.0,1758,5.68,5.62,3.52,True,Medio,2511.4285714285716
0.7,Good,E,SI2,56.9,63.0,1758,5.78,5.71,3.27,False,Medio,2511.4285714285716
0.71,Very Good,D,SI2,59.6,63.0,1758,5.8,5.71,3.44,False,Medio,2476.056338028169
0.9,Fair,H,I1,66.9,63.0,1758,6.04,5.91,4.0,False,Medio,1953.3333333333333
0.57,Ideal,H,VS2,61.5,57.0,1759,5.35,5.38,3.3,True,Medio,3085.964912280702
0.58,Ideal,H,VS1,61.1,57.0,1759,5.38,5.42,3.3,True,Medio,3032.7586206896553
0.5,Ideal,E,VS1,61.9,54.1,1759,5.09,5.15,3.17,True,Medio,3518.0
0.51,Ideal,E,VS1,60.9,56.0,1759,5.16,5.22,3.16,True,Medio,3449.0196078431372
0.57,Ideal,F,SI1,61.9,56.0,1759,5.33,5.37,3.31,True,Medio,3085.964912280702
0.61,Good,D,SI1,59.0,57.0,1759,5.54,5.57,3.28,False,Medio,2883.6065573770493
0.5,Ideal,G,VVS2,62.2,56.0,1760,5.02,5.11,3.15,True,Medio,3520.0
0.71,Very Good,J,SI1,61.0,61.0,1760,5.66,5.71,3.47,False,Medio,2478.8732394366198
0.57,Premium,F,VS2,59.8,59.0,1760,5.4,5.37,3.22,True,Medio,3087.7192982456145
0.58,Ideal,G,VS2,61.2,56.0,1760,5.37,5.41,3.3,True,Medio,3034.4827586206898
0.52,Ideal,E,VS2,61.5,56.0,1760,5.16,5.18,3.18,True,Medio,3384.6153846153843
0.51,Good,E,VS1,57.9,63.0,1760,5.24,5.39,3.08,False,Medio,3450.9803921568628
0.63,Fair,H,VS1,57.3,62.5,1760,5.65,5.7,3.25,False,Medio,2793.6507936507937
0.57,Ideal,F,VS2,62.1,55.0,1760,5.35,5.31,3.31,True,Medio,3087.7192982456145
0.57,Ideal,F,VS2,62.3,55.0,1760,5.36,5.3,3.32,True,Medio,3087.7192982456145
0.57,Premium,F,VS2,62.0,54.0,1760,5.34,5.31,3.3,True,Medio,3087.7192982456145
0.54,Ideal,G,VS1,62.2,56.0,1760,5.23,5.19,3.24,True,Medio,3259.259259259259
0.54,Premium,E,VS2,60.7,56.0,1760,5.32,5.29,3.22,True,Medio,3259.259259259259
0.54,Very Good,E,VS2,63.1,58.0,1760,5.21,5.13,3.26,False,Medio,3259.259259259259
0.54,Premium,G,VS1,61.6,58.0,1760,5.25,5.21,3.22,True,Medio,3259.259259259259
0.54,Premium,G,VS1,61.1,60.0,1760,5.28,5.23,3.21,True,Medio,3259.259259259259
0.57,Premium,F,VS2,60.4,60.0,1760,5.36,5.31,3.22,True,Medio,3087.7192982456145
0.57,Premium,F,VS2,59.5,60.0,1760,5.44,5.35,3.21,True,Medio,3087.7192982456145
0.71,Ideal,F,I1,60.1,57.0,1761,5.79,5.76,3.47,True,Medio,2480.281690140845
0.58,Ideal,G,VS2,61.9,55.0,1761,5.33,5.36,3.31,True,Medio,3036.206896551724
0.58,Ideal,G,VS2,60.0,56.0,1761,5.45,5.48,3.28,True,Medio,3036.206896551724
0.56,Ideal,F,VS2,62.6,56.0,1761,5.28,5.3,3.31,True,Medio,3144.642857142857
0.58,Ideal,E,VS2,62.1,55.0,1761,5.35,5.34,3.32,True,Medio,3036.206896551724
0.51,Very Good,G,VVS2,62.2,56.0,1762,5.1,5.13,3.18,False,Medio,3454.901960784314
0.54,Ideal,H,VS1,60.9,55.0,1762,5.28,5.3,3.22,True,Medio,3262.9629629629626
0.72,Fair,J,SI2,66.1,55.0,1762,5.51,5.56,3.66,False,Medio,2447.222222222222
0.55,Ideal,G,VS1,61.5,57.0,1763,5.23,5.28,3.23,True,Medio,3205.454545454545
0.7,Good,I,SI1,61.6,63.0,1763,5.59,5.68,3.47,False,Medio,2518.571428571429
0.7,Very Good,I,SI1,62.8,59.0,1763,5.63,5.67,3.55,False,Medio,2518.571428571429
0.54,Ideal,D,VS2,60.9,56.0,1763,5.3,5.27,3.22,True,Medio,3264.814814814815
0.54,Ideal,I,IF,62.5,55.0,1763,5.21,5.26,3.27,True,Medio,3264.814814814815
0.57,Premium,E,VS2,62.0,58.0,1763,5.38,5.33,3.32,True,Medio,3092.982456140351
0.59,Very Good,F,VS2,62.0,58.0,1764,5.35,5.42,3.34,False,Medio,2989.8305084745766
0.71,Very Good,J,SI2,61.1,58.0,1764,5.67,5.76,3.49,False,Medio,2484.5070422535214
0.5,Very Good,G,VVS2,62.8,57.0,1764,5.05,5.07,3.18,False,Medio,3528.0
0.5,Good,G,VVS2,63.6,57.0,1764,5.04,5.08,3.22,False,Medio,3528.0
0.55,Ideal,E,VS1,61.5,57.0,1764,5.23,5.27,3.23,True,Medio,3207.272727272727
0.7,Premium,J,VVS2,60.6,58.0,1764,5.73,5.82,3.5,True,Medio,2520.0
0.37,Ideal,D,VVS1,61.3,56.0,1764,4.6,4.63,2.83,True,Medio,4767.5675675675675
0.58,Ideal,H,VS1,62.3,57.0,1764,5.33,5.36,3.33,True,Medio,3041.379310344828
0.5,Premium,F,VS1,60.6,59.0,1764,5.19,5.14,3.13,True,Medio,3528.0
0.72,Premium,G,SI2,59.1,61.0,1764,5.89,5.85,3.47,True,Medio,2450.0
0.72,Premium,G,SI2,62.7,57.0,1764,5.74,5.7,3.59,True,Medio,2450.0
0.5,Ideal,D,SI1,59.9,60.0,1764,5.15,5.13,3.08,True,Medio,3528.0
0.54,Ideal,E,VS2,62.4,56.0,1765,5.23,5.19,3.25,True,Medio,3268.5185185185182
0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15,True,Medio,3460.78431372549
0.5,Ideal,G,VVS2,62.1,57.0,1766,5.06,5.09,3.15,True,Medio,3532.0
0.5,Ideal,G,VVS2,61.8,54.0,1766,5.11,5.15,3.17,True,Medio,3532.0
0.51,Ideal,H,VVS1,62.2,56.0,1766,5.12,5.14,3.19,True,Medio,3462.7450980392155
0.6,Ideal,H,SI1,61.4,55.0,1766,5.46,5.49,3.36,True,Medio,2943.3333333333335
0.62,Premium,F,SI1,59.8,60.0,1766,5.56,5.51,3.31,True,Medio,2848.3870967741937
0.53,Premium,F,VS1,59.4,58.0,1766,5.32,5.28,3.15,True,Medio,3332.0754716981132
0.55,Ideal,E,VS2,59.3,57.0,1767,5.43,5.39,3.21,True,Medio,3212.7272727272725
0.51,Ideal,D,VS2,60.5,56.0,1767,5.21,5.2,3.15,True,Medio,3464.705882352941
0.52,Very Good,E,VS1,59.6,58.0,1767,5.21,5.26,3.12,False,Medio,3398.076923076923
0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21,True,Medio,3398.076923076923
0.52,Ideal,F,VS1,62.1,56.0,1767,5.14,5.2,3.2,True,Medio,3398.076923076923
0.7,Ideal,J,SI2,61.4,55.0,1767,5.72,5.75,3.52,True,Medio,2524.285714285714
0.63,Good,H,VS1,62.9,54.0,1767,5.47,5.56,3.47,False,Medio,2804.7619047619046
0.54,Good,D,SI1,57.9,60.0,1767,5.36,5.39,3.11,False,Medio,3272.222222222222
0.52,Ideal,E,VS2,61.0,57.0,1767,5.21,5.19,3.17,True,Medio,3398.076923076923
0.52,Ideal,E,VS2,61.3,55.0,1767,5.22,5.19,3.19,True,Medio,3398.076923076923
0.52,Ideal,E,VS2,61.5,56.0,1767,5.17,5.14,3.17,True,Medio,3398.076923076923
0.55,Ideal,D,VS2,61.0,56.0,1768,5.31,5.28,3.23,True,Medio,3214.5454545454545
0.51,Very Good,G,VVS2,60.9,56.0,1768,5.17,5.21,3.16,False,Medio,3466.6666666666665
0.51,Very Good,G,VVS2,62.6,59.0,1768,5.08,5.11,3.19,False,Medio,3466.6666666666665
0.5,Ideal,E,VS2,60.8,55.0,1768,5.19,5.16,3.15,True,Medio,3536.0
0.5,Ideal,E,VS2,60.8,57.0,1768,5.16,5.13,3.13,True,Medio,3536.0
0.66,Very Good,E,SI2,61.3,57.2,1769,5.59,5.66,3.45,False,Medio,2680.30303030303
0.53,Ideal,G,VS2,61.6,57.0,1769,5.15,5.2,3.19,True,Medio,3337.7358490566035
0.51,Ideal,D,VS2,60.8,57.0,1769,5.18,5.21,3.16,True,Medio,3468.627450980392
0.53,Ideal,E,SI1,60.9,57.0,1769,5.21,5.24,3.18,True,Medio,3337.7358490566035
0.53,Good,G,VVS2,64.3,58.0,1769,5.11,5.15,3.3,False,Medio,3337.7358490566035
0.59,Premium,F,VS2,61.5,58.0,1769,5.45,5.41,3.34,True,Medio,2998.305084745763
0.56,Very Good,E,VS2,61.1,57.0,1770,5.33,5.38,3.27,False,Medio,3160.7142857142853
0.56,Ideal,H,VS1,61.8,55.0,1770,5.29,5.33,3.28,True,Medio,3160.7142857142853
0.54,Premium,D,SI1,58.3,61.0,1770,5.38,5.32,3.12,True,Medio,3277.7777777777774
0.7,Fair,D,SI2,67.8,58.0,1770,5.51,5.44,3.71,False,Medio,2528.571428571429
0.54,Premium,F,VS1,60.0,59.0,1770,5.3,5.23,3.16,True,Medio,3277.7777777777774
0.62,Premium,G,VS1,62.9,58.0,1770,5.41,5.37,3.39,True,Medio,2854.8387096774195
0.59,Very Good,H,VVS2,61.1,57.0,1771,5.39,5.48,3.32,False,Medio,3001.6949152542375
0.7,Good,H,SI1,64.2,58.0,1771,5.59,5.62,3.6,False,Medio,2530.0
0.54,Good,E,VS2,60.2,61.0,1771,5.27,5.32,3.19,False,Medio,3279.6296296296296
0.6,Premium,E,SI1,59.4,60.0,1771,5.57,5.51,3.29,True,Medio,2951.666666666667
0.59,Very Good,D,SI1,63.1,61.0,1771,5.35,5.3,3.36,False,Medio,3001.6949152542375
0.58,Ideal,F,VS1,61.9,54.0,1772,5.33,5.37,3.31,True,Medio,3055.1724137931037
0.54,Ideal,F,VS1,60.9,57.0,1772,5.21,5.26,3.19,True,Medio,3281.4814814814813
0.6,Very Good,F,VS2,62.1,57.0,1772,5.37,5.39,3.34,False,Medio,2953.3333333333335
0.53,Ideal,E,VS1,60.4,57.0,1772,5.27,5.26,3.18,True,Medio,3343.396226415094
0.6,Ideal,H,VS1,62.0,53.0,1772,5.44,5.46,3.38,True,Medio,2953.3333333333335
0.53,Ideal,G,VS1,61.6,55.7,1772,5.21,5.24,3.22,True,Medio,3343.396226415094
0.6,Very Good,G,VS2,62.9,59.0,1773,5.35,5.39,3.38,False,Medio,2955.0
0.52,Very Good,E,VS2,63.5,54.0,1773,5.19,5.11,3.27,False,Medio,3409.6153846153843
0.61,Very Good,I,VVS2,62.0,54.4,1773,5.47,5.51,3.4,False,Medio,2906.5573770491806
0.56,Ideal,E,VS1,61.6,56.0,1773,5.26,5.32,3.26,True,Medio,3166.0714285714284
0.54,Premium,F,VS1,61.8,59.0,1773,5.23,5.16,3.21,True,Medio,3283.333333333333
0.96,Fair,H,I1,68.9,59.0,1773,6.09,5.96,4.15,False,Medio,1846.875
0.71,Premium,I,SI1,61.7,56.0,1774,5.73,5.71,3.53,True,Medio,2498.5915492957747
0.51,Very Good,F,VS2,58.6,58.0,1774,5.22,5.29,3.08,False,Medio,3478.4313725490197
0.52,Premium,D,VS2,61.8,58.0,1774,5.15,5.2,3.2,True,Medio,3411.5384615384614
0.52,Ideal,D,VS2,61.0,57.0,1774,5.18,5.21,3.17,True,Medio,3411.5384615384614
0.52,Ideal,D,VS2,62.1,57.0,1774,5.13,5.17,3.2,True,Medio,3411.5384615384614
0.71,Good,J,VS2,63.8,58.0,1774,5.61,5.58,3.57,False,Medio,2498.5915492957747
0.54,Ideal,H,VVS1,61.9,54.0,1774,5.22,5.25,3.24,True,Medio,3285.1851851851848
0.59,Ideal,G,VS2,62.1,57.0,1774,5.36,5.39,3.34,True,Medio,3006.7796610169494
0.54,Ideal,E,VS2,61.6,56.0,1774,5.24,5.28,3.24,True,Medio,3285.1851851851848
0.54,Ideal,F,VS1,61.1,57.0,1774,5.28,5.3,3.23,True,Medio,3285.1851851851848
0.6,Ideal,D,SI1,61.1,57.0,1774,5.39,5.51,3.33,True,Medio,2956.666666666667
0.71,Good,I,SI1,63.6,63.0,1774,5.64,5.61,3.58,False,Medio,2498.5915492957747
0.71,Good,I,SI1,60.0,64.0,1774,5.79,5.71,3.45,False,Medio,2498.5915492957747
0.57,Premium,D,VS2,60.4,57.0,1775,5.38,5.35,3.24,True,Medio,3114.0350877192986
0.5,Premium,E,VS1,62.8,59.0,1775,5.09,5.0,3.17,True,Medio,3550.0
0.7,Premium,J,VS2,62.0,62.0,1775,5.63,5.59,3.48,True,Medio,2535.714285714286
0.53,Ideal,H,VVS1,62.2,56.0,1775,5.16,5.2,3.22,True,Medio,3349.056603773585
0.53,Good,D,VS1,60.2,56.0,1775,5.22,5.28,3.16,False,Medio,3349.056603773585
0.63,Premium,E,SI2,58.5,61.0,1775,5.64,5.58,3.28,True,Medio,2817.4603174603176
0.7,Very Good,I,SI2,63.4,59.0,1775,5.66,5.57,3.56,False,Medio,2535.714285714286
0.58,Ideal,F,SI2,60.9,56.0,1776,5.42,5.39,3.29,True,Medio,3062.0689655172414
0.53,Good,E,VS1,63.2,56.0,1776,5.14,5.18,3.26,False,Medio,3350.9433962264147
0.53,Very Good,E,VS1,63.0,56.0,1776,5.13,5.16,3.24,False,Medio,3350.9433962264147
0.51,Ideal,H,VVS1,61.8,55.0,1776,5.15,5.18,3.19,True,Medio,3482.3529411764707
0.51,Ideal,H,VVS1,61.4,55.0,1776,5.13,5.16,3.16,True,Medio,3482.3529411764707
0.53,Ideal,E,VS2,62.8,57.0,1776,5.19,5.16,3.25,True,Medio,3350.9433962264147
0.29,Fair,F,SI1,55.8,60.0,1776,4.48,4.41,2.48,False,Medio,6124.137931034483
0.6,Very Good,D,SI1,62.0,55.0,1777,5.36,5.44,3.35,False,Medio,2961.666666666667
